"Format","AiM CSV File"
"Session","PittRace"
"Vehicle","Yamaha R3"
"Racer","John Robinson"
"Championship","WERA Endurance"
"Comment",""
"Date","Sunday, August 13, 2023"
"Time","3:28 PM"
"Sample Rate","20"
"Duration","1016"
"Segment","Session"
"Beacon Markers","1.859","142.238","279.237","415.85","551.542","686.894","821.251","1016"
"Segment Times","0:01.859","2:20.379","2:16.999","2:16.613","2:15.692","2:15.352","2:14.357","3:14.746"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","RPM","Distance on GPS Speed"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg","rpm","m"

"232.650","116.7898","19","0.0132","0.1851","2.2100","32.0571","0.2290","338.3366","1080.0000","0.6840","8118.5732","40.85056895","-80.35261244","0.0000","7139.8975"
"232.700","116.9221","19","0.0844","0.1621","2.1816","32.0982","1.4628","338.3731","1080.0000","0.6840","1272.1605","40.85058135","-80.35260220","0.0000","7141.5210"
"232.750","117.1663","19","0.1362","0.1419","2.1486","32.1743","2.3601","338.4083","1080.0000","0.6840","790.1214","40.85059378","-80.35259189","0.0000","7143.1470"
"232.800","117.7646","19","0.1267","0.1302","2.1011","32.3614","2.1919","338.4389","1080.0000","0.6840","855.1043","40.85060634","-80.35258138","0.0000","7144.7803"
"232.850","118.1706","19","0.1363","0.1197","2.0589","32.5279","2.3504","338.4699","1080.0000","0.6883","800.1768","40.85061884","-80.35257089","0.0000","7146.4155"
"232.900","117.9677","19","0.2059","0.1130","2.0336","32.6293","3.5437","338.5018","1080.0000","0.7063","529.8232","40.85063115","-80.35256048","0.0000","7148.0547"
"232.950","117.8342","19","0.2708","0.0980","2.0068","32.7923","4.6556","338.5332","1081.2000","0.7157","402.8254","40.85064343","-80.35254996","0.0000","7149.6934"
"233.000","117.9204","19","0.3211","0.0569","1.9755","33.1504","5.5100","338.5630","1086.2000","0.6977","340.6112","40.85065564","-80.35253914","0.0000","7151.3306"
"233.050","118.0323","19","0.3721","0.0223","1.9459","33.5329","6.3794","338.5936","1090.0000","0.6840","294.4698","40.85066783","-80.35252825","0.0000","7152.9692"
"233.100","118.2255","19","0.4258","0.0078","1.9217","33.9929","7.2964","338.6270","1090.0000","0.6840","257.8820","40.85067995","-80.35251714","0.0000","7154.6104"
"233.150","118.3183","19","0.4730","-0.0028","1.8920","34.4569","8.1036","338.6546","1090.0000","0.6840","232.3771","40.85069200","-80.35250600","0.0000","7156.2520"
"233.200","118.0928","19","0.4998","-0.0013","1.8453","34.9334","8.5630","338.6638","1090.0000","0.6840","219.4926","40.85070383","-80.35249471","0.0000","7157.8926"
"233.250","117.9282","19","0.5229","-0.0007","1.8021","35.3893","8.9592","338.6744","1090.0000","0.6840","209.4931","40.85071565","-80.35248338","0.0000","7159.5327"
"233.300","117.9569","19","0.5343","-0.0032","1.7705","35.7801","9.1555","338.6898","1090.0000","0.6840","205.0499","40.85072744","-80.35247187","0.0000","7161.1709"
"233.350","118.0346","19","0.5422","0.0024","1.7377","36.1771","9.2911","338.7063","1090.0000","0.6797","202.1916","40.85073921","-80.35246027","0.0000","7162.8101"
"233.400","118.2676","19","0.5388","0.0335","1.7016","36.5940","9.2340","338.7262","1090.0000","0.6617","203.8423","40.85075096","-80.35244836","0.0000","7164.4521"
"233.450","118.4255","19","0.5321","0.0526","1.6587","37.0318","9.1189","338.7368","1090.0000","0.6480","206.6928","40.85076263","-80.35243641","0.0000","7166.0942"
"233.500","118.3453","19","0.5151","0.0335","1.5948","37.5357","8.8195","338.7182","1090.0000","0.6480","213.5624","40.85077402","-80.35242437","0.0000","7167.7383"
"233.550","118.2944","19","0.5052","0.0225","1.5319","38.0171","8.6445","338.6987","1090.0000","0.6523","217.7921","40.85078539","-80.35241227","0.0000","7169.3823"
"233.600","118.3366","19","0.5181","0.0368","1.4721","38.4268","8.8632","338.6761","1090.0000","0.6703","212.4952","40.85079670","-80.35240000","0.0000","7171.0254"
"233.650","118.4303","19","0.5307","0.0504","1.4072","38.8543","9.0748","338.6487","1090.0000","0.6926","207.7035","40.85080797","-80.35238763","0.0000","7172.6699"
"233.700","118.6869","19","0.5421","0.0617","1.3262","39.3381","9.2643","338.6061","1090.0000","0.7286","203.8963","40.85081914","-80.35237499","0.0000","7174.3174"
"233.750","118.8697","19","0.5537","0.0695","1.2421","39.8395","9.4558","338.5587","1091.2000","0.7776","200.0740","40.85083024","-80.35236227","0.0000","7175.9658"
"233.800","118.8185","19","0.5659","0.0657","1.1482","40.3966","9.6539","338.4964","1096.2000","0.8676","195.8860","40.85084114","-80.35234933","0.0000","7177.6162"
"233.850","118.8203","19","0.5781","0.0683","1.0507","40.9175","9.8522","338.4277","1100.0000","0.9576","191.9462","40.85085203","-80.35233636","0.0000","7179.2671"
"233.900","118.9898","19","0.5903","0.0911","0.9416","41.3237","10.0514","338.3387","1100.0000","1.0476","188.4100","40.85086290","-80.35232326","0.0000","7180.9194"
"233.950","119.2031","19","0.6050","0.1147","0.8373","41.7608","10.2909","338.2546","1100.0000","1.1117","184.3539","40.85087374","-80.35231005","0.0000","7182.5732"
"234.000","119.5551","19","0.6276","0.1407","0.7483","42.2958","10.6582","338.1862","1100.0000","1.0937","178.5269","40.85088445","-80.35229647","0.0000","7184.2324"
"234.050","119.9097","18","0.6521","0.1599","0.6610","42.8613","11.0551","338.1184","1100.0000","1.0714","172.6277","40.85089511","-80.35228278","0.0000","7185.8940"
"234.100","120.2724","18","0.6826","0.1576","0.5795","43.5232","11.5459","338.0527","1100.0000","1.0354","165.7894","40.85090562","-80.35226876","0.0000","7187.5635"
"234.150","120.5789","18","0.7089","0.1554","0.5016","44.1912","11.9645","337.9883","1100.0000","0.9994","160.3972","40.85091608","-80.35225464","0.0000","7189.2344"
"234.200","120.7071","18","0.7218","0.1535","0.4351","44.8787","12.1543","337.9285","1100.0000","0.9634","158.0609","40.85092637","-80.35224023","0.0000","7190.9102"
"234.250","120.8668","18","0.7365","0.1496","0.3632","45.5246","12.3748","337.8616","1100.0000","0.9403","155.4498","40.85093661","-80.35222579","0.0000","7192.5874"
"234.300","121.1256","18","0.7570","0.1394","0.2744","46.0393","12.6926","337.7726","1100.0000","0.9583","151.8819","40.85094670","-80.35221124","0.0000","7194.2690"
"234.350","121.3273","18","0.7754","0.1230","0.1888","46.6026","12.9747","337.6871","1100.0000","0.9634","148.8263","40.85095673","-80.35219658","0.0000","7195.9512"
"234.400","121.3480","18","0.7869","0.0866","0.1134","47.3198","13.1439","337.6127","1100.0000","0.9274","146.9356","40.85096654","-80.35218156","0.0000","7197.6367"
"234.450","121.3800","18","0.7929","0.0543","0.0352","48.0168","13.2235","337.5326","1101.2000","0.8870","146.0903","40.85097627","-80.35216648","0.0000","7199.3223"
"234.500","121.4479","18","0.7812","0.0351","-0.0515","48.6496","13.0191","337.4345","1106.2000","0.8330","148.4668","40.85098578","-80.35215123","0.0000","7201.0088"
"234.550","121.4909","18","0.7760","0.0198","-0.1468","49.2982","12.9250","337.3285","1110.0000","0.7963","149.6008","40.85099522","-80.35213590","0.0000","7202.6953"
"234.600","121.4552","18","0.7914","0.0175","-0.2694","49.9969","13.1800","337.1971","1110.0000","0.8143","146.6627","40.85100439","-80.35212034","0.0000","7204.3823"
"234.650","121.4559","18","0.8106","0.0167","-0.3888","50.6820","13.4980","337.0643","1110.0000","0.8280","143.2086","40.85101351","-80.35210474","0.0000","7206.0698"
"234.700","121.5721","18","0.8418","0.0210","-0.4980","51.3236","14.0153","336.9266","1110.0000","0.8280","138.0551","40.85102244","-80.35208896","0.0000","7207.7578"
"234.750","121.6491","18","0.8744","0.0260","-0.6080","52.0213","14.5574","336.7885","1110.0000","0.8280","132.9978","40.85103126","-80.35207308","0.0000","7209.4463"
"234.800","121.6024","18","0.9119","0.0332","-0.7205","52.8964","15.1784","336.6489","1110.0000","0.8280","127.5073","40.85103972","-80.35205683","0.0000","7211.1353"
"234.850","121.6040","18","0.9462","0.0442","-0.8327","53.7437","15.7470","336.5091","1110.0000","0.8280","122.9051","40.85104812","-80.35204051","0.0000","7212.8247"
"234.900","121.7588","18","0.9707","0.0674","-0.9436","54.5029","16.1495","336.3682","1110.0000","0.8280","119.9945","40.85105630","-80.35202394","0.0000","7214.5156"
"234.950","121.9131","18","1.0028","0.0878","-1.0494","55.3014","16.6741","336.2274","1110.0000","0.8280","116.3665","40.85106440","-80.35200727","0.0000","7216.2070"
"235.000","122.0656","18","1.0587","0.0994","-1.1387","56.2244","17.5854","336.0869","1110.0000","0.8280","110.4742","40.85107222","-80.35199027","0.0000","7217.9019"
"235.050","122.2706","19","1.1100","0.1135","-1.2289","57.1706","18.4196","335.9455","1110.0000","0.8323","105.6484","40.85107991","-80.35197313","0.0000","7219.5986"
"235.100","122.6416","19","1.1470","0.1354","-1.3216","58.1903","19.0094","335.8012","1110.0000","0.8503","102.6810","40.85108723","-80.35195554","0.0000","7221.3008"
"235.150","122.9522","19","1.1821","0.1567","-1.4172","59.1962","19.5645","335.6525","1110.0000","0.8640","100.0203","40.85109445","-80.35193787","0.0000","7223.0044"
"235.200","123.0716","19","1.2113","0.1761","-1.5218","60.1583","20.0097","335.4900","1110.0000","0.8640","97.8896","40.85110137","-80.35191995","0.0000","7224.7129"
"235.250","123.2382","19","1.2349","0.1965","-1.6270","61.1460","20.3599","335.3254","1110.0000","0.8640","96.3362","40.85110816","-80.35190193","0.0000","7226.4233"
"235.300","123.5542","19","1.2408","0.2199","-1.7342","62.2146","20.4090","335.1539","1110.0000","0.8640","96.3510","40.85111455","-80.35188359","0.0000","7228.1387"
"235.350","123.9592","19","1.2501","0.2410","-1.8289","63.2792","20.5091","334.9923","1110.0000","0.8640","96.1950","40.85112087","-80.35186511","0.0000","7229.8569"
"235.400","124.6458","19","1.2699","0.2548","-1.8842","64.3314","20.7708","334.8620","1110.0000","0.8640","95.5092","40.85112695","-80.35184616","0.0000","7231.5859"
"235.450","125.2234","19","1.2799","0.2666","-1.9421","65.3492","20.8705","334.7296","1110.0000","0.8597","95.4933","40.85113292","-80.35182716","0.0000","7233.3179"
"235.500","125.4556","19","1.2588","0.2718","-2.0081","66.2580","20.4574","334.5905","1110.0000","0.8417","97.6022","40.85113859","-80.35180802","0.0000","7235.0591"
"235.550","125.7788","19","1.2378","0.2735","-2.0812","67.2088","20.0472","334.4392","1110.0000","0.8323","99.8559","40.85114412","-80.35178876","0.0000","7236.8037"
"235.600","126.3906","19","1.2173","0.2641","-2.1767","68.2926","19.6463","334.2492","1110.0000","0.8503","102.3894","40.85114923","-80.35176913","0.0000","7238.5571"
"235.650","126.9228","19","1.1955","0.2542","-2.2673","69.3369","19.2264","334.0634","1110.0000","0.8640","105.0660","40.85115424","-80.35174945","0.0000","7240.3135"
"235.700","127.2031","19","1.1694","0.2429","-2.3424","70.2557","18.7466","333.8906","1110.0000","0.8640","107.9929","40.85115892","-80.35172955","0.0000","7242.0791"
"235.750","127.4439","19","1.1456","0.2263","-2.4208","71.1569","18.3061","333.7164","1110.0000","0.8510","110.8008","40.85116349","-80.35170964","0.0000","7243.8467"
"235.800","127.5598","19","1.1292","0.1925","-2.5094","72.0025","17.9900","333.5374","1110.0000","0.7970","112.8500","40.85116774","-80.35168968","0.0000","7245.6177"
"235.850","127.7283","19","1.1184","0.1643","-2.5917","72.8276","17.7685","333.3582","1110.0000","0.7517","114.4081","40.85117192","-80.35166963","0.0000","7247.3906"
"235.900","128.0635","19","1.1255","0.1540","-2.6543","73.5877","17.8463","333.1785","1110.0000","0.7337","114.2084","40.85117588","-80.35164929","0.0000","7249.1680"
"235.950","128.4009","19","1.1299","0.1475","-2.7137","74.4156","17.8810","333.0051","1110.0000","0.7157","114.2869","40.85117969","-80.35162888","0.0000","7250.9478"
"236.000","128.7457","19","1.1254","0.1531","-2.7630","75.4582","17.7794","332.8517","1110.0000","0.6977","115.2487","40.85118303","-80.35160825","0.0000","7252.7349"
"236.050","129.0529","19","1.1191","0.1538","-2.8059","76.4730","17.6495","332.7057","1110.0000","0.6754","116.3735","40.85118626","-80.35158756","0.0000","7254.5234"
"236.100","129.2407","19","1.1073","0.1393","-2.8282","77.4002","17.4303","332.5836","1110.0000","0.6394","118.0091","40.85118918","-80.35156668","0.0000","7256.3179"
"236.150","129.4196","19","1.0982","0.1345","-2.8508","78.2957","17.2557","332.4616","1108.8001","0.6077","119.3678","40.85119201","-80.35154577","0.0000","7258.1133"
"236.200","129.5703","19","1.0977","0.1605","-2.8741","79.0905","17.2228","332.3404","1103.8001","0.5897","119.7349","40.85119456","-80.35152476","0.0000","7259.9126"
"236.250","129.7572","19","1.0886","0.1799","-2.8959","79.8662","17.0513","332.2186","1100.0000","0.5717","121.1142","40.85119703","-80.35150371","0.0000","7261.7129"
"236.300","130.0586","19","1.0519","0.1785","-2.9126","80.5816","16.4404","332.0952","1100.0000","0.5537","125.9062","40.85119924","-80.35148251","0.0000","7263.5186"
"236.350","130.3769","19","1.0124","0.1778","-2.9281","81.3140","15.7883","331.9743","1100.0000","0.5357","131.4268","40.85120134","-80.35146124","0.0000","7265.3262"
"236.400","130.7483","19","0.9643","0.1791","-2.9399","82.1005","15.0059","331.8612","1100.0000","0.5177","138.6739","40.85120312","-80.35143976","0.0000","7267.1406"
"236.450","131.1149","19","0.9192","0.1832","-2.9525","82.8557","14.2707","331.7474","1100.0000","0.5083","146.2264","40.85120481","-80.35141824","0.0000","7268.9580"
"236.500","131.4663","19","0.8835","0.1964","-2.9678","83.5124","13.6855","331.6314","1100.0000","0.5263","152.8886","40.85120625","-80.35139662","0.0000","7270.7827"
"236.550","131.8308","19","0.8618","0.2078","-2.9793","84.1729","13.3165","331.5185","1100.0000","0.5400","157.5598","40.85120759","-80.35137497","0.0000","7272.6099"
"236.600","132.2367","19","0.8846","0.2140","-2.9789","84.8458","13.6327","331.4148","1100.0000","0.5400","154.3794","40.85120864","-80.35135318","0.0000","7274.4453"
"236.650","132.6135","19","0.9018","0.2154","-2.9767","85.5203","13.8621","331.3132","1100.0000","0.5443","152.2574","40.85120960","-80.35133136","0.0000","7276.2827"
"236.700","132.8981","19","0.9013","0.2015","-2.9688","86.1998","13.8166","331.2181","1100.0000","0.5623","153.0870","40.85121028","-80.35130940","0.0000","7278.1274"
"236.750","133.1569","19","0.8988","0.1868","-2.9612","86.9022","13.7410","331.1258","1100.0000","0.5717","154.2288","40.85121084","-80.35128746","0.0000","7279.9741"
"236.800","133.3343","19","0.8898","0.1698","-2.9545","87.6768","13.5703","331.0420","1100.0000","0.5537","156.3768","40.85121101","-80.35126553","0.0000","7281.8252"
"236.850","133.5305","19","0.8821","0.1558","-2.9478","88.4085","13.4219","330.9557","1100.0000","0.5400","158.3385","40.85121112","-80.35124357","0.0000","7283.6782"
"236.900","133.7866","19","0.8787","0.1512","-2.9410","89.0039","13.3441","330.8617","1100.0000","0.5400","159.5667","40.85121102","-80.35122149","0.0000","7285.5352"
"236.950","134.0615","19","0.8752","0.1485","-2.9282","89.5933","13.2657","330.7738","1100.0000","0.5357","160.8402","40.85121084","-80.35119937","0.0000","7287.3945"
"237.000","134.3961","19","0.8715","0.1519","-2.8967","90.1630","13.1851","330.7056","1100.0000","0.5177","162.2274","40.85121042","-80.35117713","0.0000","7289.2598"
"237.050","134.7037","18","0.8618","0.1553","-2.8659","90.7705","13.0154","330.6401","1100.0000","0.5040","164.7179","40.85120990","-80.35115489","0.0000","7291.1274"
"237.100","134.9257","18","0.8335","0.1587","-2.8373","91.4976","12.5639","330.5833","1100.0000","0.5040","170.9192","40.85120903","-80.35113262","0.0000","7293.0005"
"237.150","135.1759","18","0.8060","0.1626","-2.8098","92.1903","12.1247","330.5249","1100.0000","0.4997","177.4381","40.85120809","-80.35111032","0.0000","7294.8760"
"237.200","135.5151","18","0.7809","0.1678","-2.7852","92.7740","11.7248","330.4609","1100.0000","0.4817","183.9504","40.85120692","-80.35108796","0.0000","7296.7568"
"237.250","135.8241","18","0.7525","0.1704","-2.7572","93.3126","11.2747","330.4029","1100.0000","0.4680","191.7309","40.85120570","-80.35106558","0.0000","7298.6396"
"237.300","136.0372","18","0.7134","0.1647","-2.7184","93.7089","10.6654","330.3632","1100.0000","0.4680","203.0020","40.85120435","-80.35104310","0.0000","7300.5283"
"237.350","136.2712","18","0.6705","0.1584","-2.6754","94.1456","10.0028","330.3260","1100.0000","0.4723","216.8208","40.85120290","-80.35102063","0.0000","7302.4189"
"237.400","136.5716","18","0.6160","0.1504","-2.6193","94.7106","9.1716","330.2968","1100.0000","0.4903","236.9940","40.85120116","-80.35099817","0.0000","7304.3145"
"237.450","136.8321","18","0.5542","0.1432","-2.5650","95.2012","8.2346","330.2678","1100.0000","0.5083","264.4631","40.85119941","-80.35097569","0.0000","7306.2119"
"237.500","136.9661","18","0.4694","0.1389","-2.5162","95.4561","6.9630","330.2396","1100.0000","0.5263","313.0655","40.85119760","-80.35095318","0.0000","7308.1138"
"237.550","137.1464","18","0.3903","0.1357","-2.4689","95.6806","5.7774","330.2108","1100.0000","0.5400","377.8068","40.85119581","-80.35093063","0.0000","7310.0171"
"237.600","137.4728","18","0.3291","0.1359","-2.4262","95.8085","4.8641","330.1802","1100.0000","0.5400","449.8143","40.85119402","-80.35090799","0.0000","7311.9253"
"237.650","137.7747","18","0.2768","0.1353","-2.3874","95.9438","4.0834","330.1440","1100.0000","0.5400","536.9932","40.85119219","-80.35088535","0.0000","7313.8354"
"237.700","137.9994","18","0.2528","0.1320","-2.3610","96.1027","3.7226","330.0900","1100.0000","0.5400","590.0047","40.85119023","-80.35086270","0.0000","7315.7515"
"237.750","138.2242","18","0.2272","0.1298","-2.3330","96.2840","3.3394","330.0406","1100.0000","0.5400","658.7797","40.85118824","-80.35084005","0.0000","7317.6689"
"237.800","138.4496","18","0.1966","0.1308","-2.3006","96.5364","2.8854","330.0059","1100.0000","0.5400","763.6831","40.85118613","-80.35081739","0.0000","7319.5908"
"237.850","138.6705","18","0.1681","0.1296","-2.2677","96.7416","2.4622","329.9697","1100.0000","0.5443","896.3724","40.85118403","-80.35079470","0.0000","7321.5146"
"237.900","138.8767","18","0.1461","0.1214","-2.2337","96.7976","2.1366","329.9288","1100.0000","0.5623","1034.5122","40.85118196","-80.35077191","0.0000","7323.4429"
"237.950","139.0803","18","0.1310","0.1167","-2.2037","96.8551","1.9130","329.8857","1100.0000","0.5760","1157.1146","40.85117988","-80.35074910","0.0000","7325.3721"
"238.000","139.2754","18","0.1380","0.1232","-2.1862","96.9171","2.0125","329.8357","1100.0000","0.5760","1101.4512","40.85117771","-80.35072624","0.0000","7327.3057"
"238.050","139.4711","18","0.1326","0.1282","-2.1695","96.9853","1.9300","329.7832","1100.0000","0.5803","1150.1135","40.85117554","-80.35070337","0.0000","7329.2407"
"238.100","139.6689","18","0.0874","0.1285","-2.1556","97.0733","1.2715","329.7230","1100.0000","0.5983","1748.3032","40.85117339","-80.35068044","0.0000","7331.1802"
"238.150","139.8915","18","0.0429","0.1324","-2.1407","97.1298","0.6232","329.6639","1100.0000","0.6206","3572.3494","40.85117125","-80.35065748","0.0000","7333.1211"
"238.200","140.1932","18","0.0005","0.1473","-2.1230","97.0866","0.0078","329.6083","1100.0000","0.6566","10000.0000","40.85116912","-80.35063443","0.0000","7335.0674"
"238.250","140.5284","18","-0.0351","0.1605","-2.1023","97.0346","-0.5073","329.5558","1100.0000","0.6754","4408.7192","40.85116700","-80.35061133","0.0000","7337.0161"
"238.300","140.9703","18","-0.0489","0.1683","-2.0725","96.9548","-0.7047","329.5129","1100.0000","0.6394","3183.7949","40.85116489","-80.35058806","0.0000","7338.9722"
"238.350","141.3440","18","-0.0583","0.1748","-2.0462","96.8901","-0.8392","329.4683","1101.2000","0.6163","2680.6597","40.85116278","-80.35056480","0.0000","7340.9307"
"238.400","141.5018","18","-0.0539","0.1778","-2.0315","96.8737","-0.7745","329.4178","1106.2000","0.6343","2907.9058","40.85116068","-80.35054157","0.0000","7342.8955"
"238.450","141.7019","18","-0.0553","0.1781","-2.0134","96.8486","-0.7924","329.3694","1110.0000","0.6480","2846.2402","40.85115858","-80.35051831","0.0000","7344.8618"
"238.500","142.0356","18","-0.0750","0.1701","-1.9844","96.7955","-1.0719","329.3274","1110.0000","0.6480","2108.9893","40.85115653","-80.35049491","0.0000","7346.8335"
"238.550","142.3613","18","-0.0918","0.1605","-1.9567","96.7488","-1.3103","329.2839","1110.0000","0.6437","1729.1516","40.85115447","-80.35047149","0.0000","7348.8071"
"238.600","142.6615","18","-0.0996","0.1461","-1.9336","96.7221","-1.4188","329.2355","1110.0000","0.6257","1600.3557","40.85115241","-80.35044802","0.0000","7350.7876"
"238.650","142.9102","18","-0.1082","0.1320","-1.9134","96.6661","-1.5375","329.1870","1110.0000","0.6120","1479.3163","40.85115038","-80.35042455","0.0000","7352.7690"
"238.700","142.9954","18","-0.1190","0.1193","-1.9021","96.5173","-1.6890","329.1377","1110.0000","0.6120","1347.4775","40.85114844","-80.35040106","0.0000","7354.7549"
"238.750","143.1150","18","-0.1339","0.1086","-1.8882","96.3760","-1.8978","329.0921","1110.0000","0.6120","1200.1958","40.85114651","-80.35037754","0.0000","7356.7417"
"238.800","143.3433","18","-0.1617","0.1045","-1.8658","96.2582","-2.2884","329.0583","1110.0000","0.6120","996.9118","40.85114464","-80.35035388","0.0000","7358.7319"
"238.850","143.5637","18","-0.1869","0.1027","-1.8438","96.1247","-2.6407","329.0225","1110.0000","0.6077","865.2709","40.85114279","-80.35033022","0.0000","7360.7236"
"238.900","143.7588","18","-0.2034","0.1083","-1.8231","95.9415","-2.8712","328.9807","1110.0000","0.5897","796.8751","40.85114103","-80.35030654","0.0000","7362.7197"
"238.950","143.9586","18","-0.2162","0.1116","-1.8025","95.7695","-3.0473","328.9398","1110.0000","0.5760","751.8696","40.85113929","-80.35028284","0.0000","7364.7168"
"239.000","144.1736","18","-0.2167","0.1078","-1.7828","95.6331","-3.0510","328.9015","1110.0000","0.5760","752.0859","40.85113763","-80.35025909","0.0000","7366.7183"
"239.050","144.3713","18","-0.2182","0.1089","-1.7637","95.5041","-3.0669","328.8606","1110.0000","0.5760","749.2151","40.85113597","-80.35023533","0.0000","7368.7212"
"239.100","144.5146","18","-0.2223","0.1260","-1.7466","95.3982","-3.1214","328.8116","1110.0000","0.5760","736.8441","40.85113432","-80.35021156","0.0000","7370.7280"
"239.150","144.7183","18","-0.2242","0.1410","-1.7245","95.2759","-3.1429","328.7706","1110.0000","0.5717","732.8394","40.85113272","-80.35018772","0.0000","7372.7363"
"239.200","145.1134","18","-0.2186","0.1491","-1.6866","95.1018","-3.0596","328.7551","1110.0000","0.5537","754.8587","40.85113123","-80.35016368","0.0000","7374.7505"
"239.250","145.4639","18","-0.2169","0.1539","-1.6544","94.9206","-3.0311","328.7333","1110.0000","0.5400","763.7969","40.85112978","-80.35013964","0.0000","7376.7666"
"239.300","145.6733","18","-0.2278","0.1483","-1.6406","94.7169","-3.1763","328.6915","1110.0000","0.5400","729.9329","40.85112844","-80.35011559","0.0000","7378.7896"
"239.350","145.9006","18","-0.2365","0.1433","-1.6276","94.5210","-3.2916","328.6489","1110.0000","0.5400","705.4497","40.85112712","-80.35009153","0.0000","7380.8135"
"239.400","146.1849","18","-0.2384","0.1403","-1.6174","94.3500","-3.3126","328.6035","1110.0000","0.5400","702.3596","40.85112587","-80.35006741","0.0000","7382.8428"
"239.450","146.4329","18","-0.2430","0.1354","-1.6061","94.1929","-3.3702","328.5600","1110.0000","0.5400","691.5092","40.85112461","-80.35004327","0.0000","7384.8735"
"239.500","146.5659","18","-0.2560","0.1246","-1.5910","94.0796","-3.5443","328.5223","1110.0000","0.5400","658.1414","40.85112336","-80.35001910","0.0000","7386.9087"
"239.550","146.7165","18","-0.2666","0.1149","-1.5772","93.9358","-3.6856","328.4825","1110.0000","0.5400","633.5664","40.85112216","-80.34999492","0.0000","7388.9453"
"239.600","146.9229","18","-0.2696","0.1089","-1.5671","93.6954","-3.7229","328.4360","1110.0000","0.5400","628.0993","40.85112116","-80.34997069","0.0000","7390.9854"
"239.650","147.0975","18","-0.2749","0.1032","-1.5566","93.4699","-3.7901","328.3910","1110.0000","0.5400","617.6943","40.85112017","-80.34994647","0.0000","7393.0264"
"239.700","147.1718","18","-0.2870","0.0987","-1.5451","93.2918","-3.9520","328.3510","1110.0000","0.5400","592.6877","40.85111923","-80.34992225","0.0000","7395.0698"
"239.750","147.3127","18","-0.3044","0.0984","-1.5362","93.0920","-4.1866","328.3066","1110.0000","0.5400","560.0104","40.85111834","-80.34989800","0.0000","7397.1152"
"239.800","147.6646","18","-0.3386","0.1115","-1.5354","92.8235","-4.6515","328.2481","1110.0000","0.5400","505.2505","40.85111760","-80.34987366","0.0000","7399.1650"
"239.850","147.9860","18","-0.3717","0.1213","-1.5327","92.5581","-5.1001","328.1939","1110.0000","0.5400","461.8125","40.85111691","-80.34984930","0.0000","7401.2163"
"239.900","148.2113","18","-0.4012","0.1209","-1.5238","92.3021","-5.4972","328.1531","1110.0000","0.5400","429.1001","40.85111633","-80.34982484","0.0000","7403.2739"
"239.950","148.4093","18","-0.4246","0.1201","-1.5152","92.0183","-5.8100","328.1107","1110.0000","0.5400","406.5403","40.85111582","-80.34980039","0.0000","7405.3330"
"240.000","148.5208","18","-0.4286","0.1184","-1.5074","91.6461","-5.8557","328.0637","1110.0000","0.5400","403.6724","40.85111554","-80.34977594","0.0000","7407.3955"
"240.050","148.6566","19","-0.4298","0.1135","-1.5013","91.2965","-5.8643","328.0159","1110.0000","0.5400","403.4455","40.85111528","-80.34975146","0.0000","7409.4590"
"240.100","148.8694","19","-0.4224","0.0985","-1.5008","91.0185","-5.7558","327.9655","1110.0000","0.5400","411.6457","40.85111514","-80.34972686","0.0000","7411.5259"
"240.150","149.0534","19","-0.4211","0.0874","-1.4987","90.7536","-5.7300","327.9155","1110.0000","0.5400","414.0042","40.85111504","-80.34970228","0.0000","7413.5938"
"240.200","149.1459","19","-0.4389","0.0887","-1.4912","90.5302","-5.9668","327.8668","1110.0000","0.5400","397.8261","40.85111506","-80.34967772","0.0000","7415.6650"
"240.250","149.2328","19","-0.4555","0.0909","-1.4868","90.2891","-6.1861","327.8170","1110.0000","0.5400","383.9443","40.85111512","-80.34965316","0.0000","7417.7368"
"240.300","149.3021","19","-0.4681","0.0958","-1.4918","89.9918","-6.3504","327.7637","1110.0000","0.5400","374.1852","40.85111529","-80.34962857","0.0000","7419.8101"
"240.350","149.4408","19","-0.4848","0.1034","-1.4935","89.6602","-6.5706","327.7126","1110.0000","0.5400","361.9775","40.85111555","-80.34960395","0.0000","7421.8848"
"240.400","149.7997","19","-0.5148","0.1193","-1.4847","89.2199","-6.9682","327.6685","1110.0000","0.5400","342.1457","40.85111608","-80.34957921","0.0000","7423.9644"
"240.450","150.1645","19","-0.5437","0.1290","-1.4772","88.7773","-7.3501","327.6239","1110.0000","0.5400","325.1577","40.85111667","-80.34955445","0.0000","7426.0459"
"240.500","150.5486","19","-0.5691","0.1188","-1.4740","88.3275","-7.6825","327.5775","1110.0000","0.5400","311.8835","40.85111751","-80.34952966","0.0000","7428.1357"
"240.550","150.8461","19","-0.5958","0.1073","-1.4686","87.8926","-8.0308","327.5324","1110.0000","0.5357","298.9474","40.85111841","-80.34950486","0.0000","7430.2271"
"240.600","150.8694","19","-0.6261","0.0919","-1.4561","87.5055","-8.4293","327.4912","1110.0000","0.5177","284.8597","40.85111950","-80.34948004","0.0000","7432.3223"
