"Format","AiM CSV File"
"Session","PittRace"
"Vehicle","Yamaha R3"
"Racer","John Robinson"
"Championship","WERA Endurance"
"Comment",""
"Date","Sunday, August 13, 2023"
"Time","3:28 PM"
"Sample Rate","20"
"Duration","1016"
"Segment","Session"
"Beacon Markers","1.859","142.238","279.237","415.85","551.542","686.894","821.251","1016"
"Segment Times","0:01.859","2:20.379","2:16.999","2:16.613","2:15.692","2:15.352","2:14.357","3:14.746"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","RPM","Distance on GPS Speed"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg","rpm","m"

"7.950","109.9088","17","0.0173","0.1688","1.0739","-111.2441","0.3214","333.7175","1468.7999","0.5040","5442.3643","40.85022805","-80.34937951","0.0000","155.5975"
"8.000","110.0007","17","0.0089","0.1736","1.1073","-111.2842","0.1645","333.7622","1463.8000","0.5040","10000.0000","40.85022306","-80.34939643","0.0000","157.1250"
"8.050","110.1798","17","0.0043","0.1772","1.1393","-111.2840","0.0784","333.8106","1460.0000","0.5040","10000.0000","40.85021808","-80.34941341","0.0000","158.6543"
"8.100","110.6347","17","0.0118","0.1768","1.1667","-111.1565","0.2163","333.8701","1460.0000","0.5040","8140.3643","40.85021316","-80.34943058","0.0000","160.1894"
"8.150","111.0791","17","0.0175","0.1778","1.1927","-111.0679","0.3198","333.9271","1458.8000","0.4997","5527.5464","40.85020820","-80.34944777","0.0000","161.7273"
"8.200","111.4906","17","0.0172","0.1832","1.2145","-111.1026","0.3144","333.9762","1453.8000","0.4817","5644.4014","40.85020318","-80.34946499","0.0000","163.2744"
"8.250","111.8547","17","0.0143","0.1862","1.2368","-111.1342","0.2600","334.0269","1450.0000","0.4680","6846.7310","40.85019816","-80.34948223","0.0000","164.8237"
"8.300","112.0691","17","0.0028","0.1820","1.2608","-111.1555","0.0508","334.0830","1450.0000","0.4680","10000.0000","40.85019314","-80.34949947","0.0000","166.3795"
"8.350","112.2984","17","-0.0052","0.1785","1.2843","-111.1675","-0.0936","334.1397","1448.8000","0.4680","10000.0000","40.85018811","-80.34951674","0.0000","167.9369"
"8.400","112.5751","17","-0.0018","0.1772","1.3067","-111.1499","-0.0328","334.1982","1443.8000","0.4680","10000.0000","40.85018307","-80.34953410","0.0000","169.4995"
"8.450","112.8724","17","0.0003","0.1759","1.3257","-111.1533","0.0048","334.2541","1440.0001","0.4680","10000.0000","40.85017801","-80.34955150","0.0000","171.0643"
"8.500","113.2349","17","-0.0018","0.1748","1.3340","-111.2231","-0.0315","334.3016","1440.0001","0.4680","10000.0000","40.85017288","-80.34956898","0.0000","172.6358"
"8.550","113.5758","17","-0.0042","0.1710","1.3445","-111.2618","-0.0754","334.3512","1440.0001","0.4680","10000.0000","40.85016776","-80.34958649","0.0000","174.2094"
"8.600","113.8481","17","-0.0080","0.1590","1.3617","-111.2020","-0.1436","334.4077","1440.0001","0.4680","10000.0000","40.85016268","-80.34960410","0.0000","175.7897"
"8.650","114.1110","17","-0.0086","0.1535","1.3790","-111.1380","-0.1528","334.4632","1438.8000","0.4680","10000.0000","40.85015759","-80.34962173","0.0000","177.3717"
"8.700","114.3440","17","0.0014","0.1687","1.3960","-111.0604","0.0248","334.5157","1433.8000","0.4680","10000.0000","40.85015248","-80.34963940","0.0000","178.9590"
"8.750","114.6338","17","0.0064","0.1810","1.4107","-111.0285","0.1144","334.5676","1429.9999","0.4680","10000.0000","40.85014733","-80.34965708","0.0000","180.5487"
"8.800","115.1031","17","-0.0042","0.1845","1.4180","-111.1410","-0.0744","334.6172","1429.9999","0.4680","10000.0000","40.85014206","-80.34967483","0.0000","182.1458"
"8.850","115.5117","17","-0.0136","0.1856","1.4272","-111.2418","-0.2403","334.6687","1428.8000","0.4680","7649.8511","40.85013678","-80.34969257","0.0000","183.7452"
"8.900","115.7282","17","-0.0190","0.1791","1.4423","-111.3053","-0.3336","334.7263","1423.8000","0.4680","5520.9492","40.85013145","-80.34971028","0.0000","185.3518"
"8.950","115.9613","17","-0.0251","0.1726","1.4535","-111.3439","-0.4397","334.7817","1420.0000","0.4680","4197.1006","40.85012613","-80.34972804","0.0000","186.9601"
"9.000","116.2475","17","-0.0336","0.1659","1.4526","-111.3039","-0.5864","334.8298","1420.0000","0.4680","3154.8767","40.85012081","-80.34974597","0.0000","188.5737"
"9.050","116.5364","17","-0.0434","0.1600","1.4543","-111.2750","-0.7570","334.8785","1418.8000","0.4680","2450.1687","40.85011549","-80.34976393","0.0000","190.1892"
"9.100","116.8345","17","-0.0577","0.1564","1.4645","-111.2811","-1.0030","334.9291","1413.8000","0.4680","1853.8951","40.85011016","-80.34978199","0.0000","191.8109"
"9.150","117.1124","17","-0.0664","0.1500","1.4671","-111.3168","-1.1525","334.9749","1410.0000","0.4723","1617.2554","40.85010479","-80.34980005","0.0000","193.4343"
"9.200","117.3267","17","-0.0575","0.1347","1.4459","-111.4456","-0.9963","335.0054","1410.0000","0.4903","1874.2031","40.85009932","-80.34981810","0.0000","195.0632"
"9.250","117.4899","17","-0.0496","0.1156","1.4313","-111.5569","-0.8564","335.0385","1410.0000","0.5040","2183.4353","40.85009385","-80.34983614","0.0000","196.6927"
"9.300","117.4913","17","-0.0445","0.0841","1.4378","-111.6127","-0.7680","335.0800","1410.0000","0.5040","2434.7703","40.85008841","-80.34985414","0.0000","198.3245"
"9.350","117.5655","17","-0.0456","0.0525","1.4395","-111.6597","-0.7858","335.1180","1408.8000","0.5040","2381.0686","40.85008295","-80.34987215","0.0000","199.9574"
"9.400","117.8704","17","-0.0663","0.0206","1.4259","-111.6786","-1.1400","335.1452","1403.8000","0.5040","1645.6007","40.85007744","-80.34989020","0.0000","201.5934"
"9.450","118.0024","17","-0.0827","-0.0165","1.4089","-111.7080","-1.4217","335.1702","1400.0000","0.5040","1320.9828","40.85007194","-80.34990821","0.0000","203.2291"
"9.500","117.5868","17","-0.0857","-0.0701","1.3814","-111.7708","-1.4741","335.1880","1400.0000","0.5040","1269.5625","40.85006644","-80.34992613","0.0000","204.8637"
"9.550","117.1578","17","-0.0872","-0.1186","1.3575","-111.8337","-1.5004","335.2078","1400.0000","0.5040","1242.7635","40.85006096","-80.34994400","0.0000","206.4952"
"9.600","116.6860","17","-0.0838","-0.1510","1.3451","-111.8974","-1.4441","335.2340","1400.0000","0.5040","1286.0112","40.85005552","-80.34996173","0.0000","208.1174"
"9.650","116.2705","17","-0.0828","-0.1797","1.3312","-111.9858","-1.4298","335.2582","1398.8000","0.5083","1294.2649","40.85005005","-80.34997944","0.0000","209.7373"
"9.700","116.0335","17","-0.0894","-0.1969","1.3124","-112.1526","-1.5484","335.2759","1393.8000","0.5263","1192.6820","40.85004449","-80.34999706","0.0000","211.3497"
"9.750","115.7489","17","-0.0981","-0.2148","1.2979","-112.2839","-1.7038","335.2953","1390.0000","0.5400","1081.2302","40.85003897","-80.35001465","0.0000","212.9598"
"9.800","115.3134","17","-0.1134","-0.2352","1.2969","-112.3033","-1.9758","335.3203","1390.0000","0.5400","928.8944","40.85003354","-80.35003215","0.0000","214.5628"
"9.850","114.9130","17","-0.1257","-0.2564","1.2870","-112.3662","-2.1954","335.3401","1390.0000","0.5443","833.0746","40.85002807","-80.35004959","0.0000","216.1634"
"9.900","114.6234","17","-0.1282","-0.2802","1.2486","-112.5671","-2.2492","335.3433","1390.0000","0.5623","811.0969","40.85002251","-80.35006689","0.0000","217.7564"
"9.950","114.2252","17","-0.1302","-0.3009","1.2047","-112.7168","-2.2926","335.3416","1388.8000","0.5760","792.9678","40.85001698","-80.35008413","0.0000","219.3459"
"10.000","113.4828","17","-0.1302","-0.3119","1.1432","-112.7041","-2.3032","335.3247","1383.8000","0.5760","784.1987","40.85001151","-80.35010121","0.0000","220.9245"
"10.050","112.6891","17","-0.1313","-0.3328","1.0968","-112.7454","-2.3340","335.3172","1380.0000","0.5803","768.4330","40.85000606","-80.35011819","0.0000","222.4975"
"10.100","111.7334","17","-0.1360","-0.3848","1.0980","-112.9577","-2.4289","335.3393","1380.0000","0.5983","732.1369","40.85000065","-80.35013489","0.0000","224.0525"
"10.150","110.8477","17","-0.1391","-0.4311","1.0905","-113.1548","-2.4976","335.3561","1380.0000","0.6163","706.3453","40.84999523","-80.35015153","0.0000","225.6022"
"10.200","110.1835","17","-0.1374","-0.4590","1.0551","-113.3038","-2.4834","335.3565","1380.0000","0.6343","706.1381","40.84998975","-80.35016797","0.0000","227.1347"
"10.250","109.4646","17","-0.1361","-0.4787","1.0253","-113.4385","-2.4769","335.3591","1380.0000","0.6480","703.3857","40.84998429","-80.35018434","0.0000","228.6621"
"10.300","108.5725","17","-0.1360","-0.4726","1.0133","-113.5280","-2.4947","335.3687","1380.0000","0.6480","692.6759","40.84997892","-80.35020048","0.0000","230.1730"
"10.350","107.7478","17","-0.1299","-0.4656","0.9976","-113.6161","-2.3994","335.3762","1378.8000","0.6437","714.7119","40.84997355","-80.35021657","0.0000","231.6789"
"10.400","107.1367","17","-0.1047","-0.4556","0.9700","-113.6999","-1.9460","335.3770","1373.8000","0.6257","876.2174","40.84996819","-80.35023251","0.0000","233.1689"
"10.450","106.4588","17","-0.0825","-0.4394","0.9420","-113.7690","-1.5475","335.3766","1370.0000","0.6163","1094.8848","40.84996285","-80.35024838","0.0000","234.6540"
"10.500","105.5697","17","-0.0701","-0.4037","0.9131","-113.7915","-1.3227","335.3727","1370.0000","0.6343","1270.2812","40.84995758","-80.35026400","0.0000","236.1232"
"10.550","104.7702","17","-0.0522","-0.3746","0.8855","-113.8220","-0.9919","335.3708","1370.0000","0.6523","1681.0052","40.84995233","-80.35027958","0.0000","237.5877"
"10.600","104.2543","17","-0.0172","-0.3668","0.8619","-113.8779","-0.3258","335.3753","1370.0000","0.6703","5093.6440","40.84994712","-80.35029502","0.0000","239.0374"
"10.650","103.6870","17","0.0075","-0.3608","0.8362","-113.9096","0.1446","335.3756","1368.8000","0.6797","10000.0000","40.84994194","-80.35031043","0.0000","240.4830"
"10.700","102.9567","17","-0.0002","-0.3605","0.8035","-113.8647","-0.0054","335.3627","1363.8000","0.6617","10000.0000","40.84993686","-80.35032570","0.0000","241.9154"
"10.750","102.3136","17","-0.0062","-0.3582","0.7670","-113.8267","-0.1203","335.3500","1360.0000","0.6480","10000.0000","40.84993178","-80.35034097","0.0000","243.3441"
"10.800","101.9467","17","-0.0063","-0.3495","0.7186","-113.8107","-0.1243","335.3377","1360.0000","0.6480","10000.0000","40.84992670","-80.35035619","0.0000","244.7612"
"10.850","101.4559","17","-0.0083","-0.3465","0.6758","-113.8200","-0.1651","335.3254","1360.0000","0.6437","9780.9277","40.84992163","-80.35037132","0.0000","246.1742"
"10.900","100.5729","17","-0.0162","-0.3615","0.6507","-113.9095","-0.3222","335.3127","1360.0000","0.6257","4968.4878","40.84991661","-80.35038617","0.0000","247.5740"
"10.950","99.7329","17","-0.0251","-0.3767","0.6230","-113.9828","-0.5025","335.2980","1358.8001","0.6120","3158.9680","40.84991160","-80.35040096","0.0000","248.9685"
"11.000","99.0295","17","-0.0375","-0.3929","0.5869","-114.0051","-0.7564","335.2768","1353.8001","0.6120","2083.7964","40.84990665","-80.35041554","0.0000","250.3463"
"11.050","98.3102","17","-0.0485","-0.4162","0.5489","-114.0373","-0.9832","335.2567","1350.0000","0.6120","1591.3652","40.84990170","-80.35043008","0.0000","251.7191"
"11.100","97.5409","17","-0.0551","-0.4618","0.5049","-114.1016","-1.1245","335.2406","1350.0000","0.6120","1380.5771","40.84989677","-80.35044449","0.0000","253.0764"
"11.150","96.7518","17","-0.0654","-0.4976","0.4598","-114.1822","-1.3466","335.2209","1350.0000","0.6163","1143.4828","40.84989185","-80.35045883","0.0000","254.4283"
"11.200","95.8997","17","-0.0878","-0.5023","0.4111","-114.3149","-1.8250","335.1898","1350.0000","0.6343","836.3056","40.84988697","-80.35047290","0.0000","255.7631"
"11.250","94.9694","17","-0.1082","-0.5041","0.3631","-114.4252","-2.2661","335.1603","1350.0000","0.6437","666.9999","40.84988213","-80.35048688","0.0000","257.0911"
"11.300","93.7912","17","-0.1224","-0.4969","0.3169","-114.4648","-2.5889","335.1360","1350.0000","0.6257","576.5977","40.84987738","-80.35050053","0.0000","258.3977"
"11.350","92.7444","17","-0.1381","-0.4797","0.2713","-114.5513","-2.9476","335.1097","1350.0000","0.6120","500.7751","40.84987260","-80.35051414","0.0000","259.6982"
"11.400","92.1134","17","-0.1587","-0.4308","0.2274","-114.7859","-3.4201","335.0775","1350.0000","0.6120","428.6517","40.84986773","-80.35052761","0.0000","260.9797"
"11.450","91.5637","17","-0.1813","-0.3869","0.1768","-115.0637","-3.9394","335.0424","1348.7999","0.6120","369.9230","40.84986283","-80.35054106","0.0000","262.2581"
"11.500","91.2714","17","-0.2103","-0.3591","0.1047","-115.4777","-4.6069","334.9984","1343.7999","0.6120","315.3131","40.84985781","-80.35055441","0.0000","263.5267"
"11.550","90.9181","17","-0.2361","-0.3276","0.0314","-115.8149","-5.2044","334.9530","1340.0000","0.6120","278.0336","40.84985281","-80.35056772","0.0000","264.7925"
"11.600","90.3712","17","-0.2514","-0.2844","-0.0459","-115.9089","-5.5801","334.9034","1340.0000","0.6120","257.7554","40.84984784","-80.35058088","0.0000","266.0495"
"11.650","89.8527","17","-0.2674","-0.2485","-0.1118","-116.0754","-5.9707","334.8589","1340.0000","0.6077","239.5098","40.84984284","-80.35059399","0.0000","267.3033"
"11.700","89.4241","17","-0.2856","-0.2355","-0.1421","-116.4719","-6.4087","334.8306","1340.0000","0.5897","222.0763","40.84983777","-80.35060689","0.0000","268.5467"
"11.750","88.9810","17","-0.3031","-0.2284","-0.1823","-116.8663","-6.8340","334.7980","1340.0000","0.5760","207.2248","40.84983266","-80.35061974","0.0000","269.7870"
"11.800","88.4916","17","-0.3187","-0.2405","-0.2540","-117.2544","-7.2190","334.7518","1340.0000","0.5760","195.0954","40.84982749","-80.35063240","0.0000","271.0177"
"11.850","87.9733","17","-0.3343","-0.2580","-0.3156","-117.6532","-7.6055","334.7095","1340.0000","0.5803","184.0963","40.84982231","-80.35064500","0.0000","272.2447"
"11.900","87.3633","17","-0.3497","-0.2927","-0.3453","-118.0856","-7.9968","334.6798","1340.0000","0.5983","173.8725","40.84981713","-80.35065744","0.0000","273.4601"
"11.950","86.7644","17","-0.3733","-0.3166","-0.3800","-118.5350","-8.5840","334.6471","1340.0000","0.6077","160.8698","40.84981191","-80.35066979","0.0000","274.6716"
"12.000","86.2004","17","-0.4228","-0.3062","-0.4302","-119.0378","-9.7909","334.6050","1340.0000","0.5897","140.1221","40.84980658","-80.35068181","0.0000","275.8708"
"12.050","85.7090","17","-0.4728","-0.2912","-0.4834","-119.5578","-11.0141","334.5602","1340.0000","0.5760","123.8510","40.84980121","-80.35069380","0.0000","277.0671"
"12.100","85.4474","17","-0.5241","-0.2617","-0.5462","-120.1322","-12.2884","334.5067","1340.0000","0.5760","110.6680","40.84979567","-80.35070572","0.0000","278.2547"
"12.150","85.1217","17","-0.5655","-0.2352","-0.6022","-120.7768","-13.3306","334.4575","1340.0000","0.5760","101.6272","40.84979009","-80.35071752","0.0000","279.4398"
"12.200","84.5931","17","-0.5756","-0.2183","-0.6365","-121.6437","-13.6374","334.4214","1340.0000","0.5760","98.7239","40.84978436","-80.35072895","0.0000","280.6164"
"12.250","84.1466","17","-0.5897","-0.1975","-0.6706","-122.4867","-14.0423","334.3845","1340.0000","0.5717","95.3714","40.84977856","-80.35074034","0.0000","281.7907"
"12.300","83.9598","17","-0.6170","-0.1646","-0.7038","-123.2539","-14.7577","334.3451","1340.0000","0.5537","90.5467","40.84977256","-80.35075163","0.0000","282.9574"
"12.350","83.7717","17","-0.6360","-0.1363","-0.7448","-123.9948","-15.2730","334.3015","1338.8000","0.5443","87.2961","40.84976652","-80.35076285","0.0000","284.1229"
"12.400","83.5793","17","-0.6291","-0.1228","-0.8103","-124.6523","-15.1544","334.2446","1333.8000","0.5623","87.7770","40.84976035","-80.35077389","0.0000","285.2844"
"12.450","83.3853","17","-0.6206","-0.1131","-0.8652","-125.3262","-14.9946","334.1937","1330.0000","0.5760","88.5062","40.84975416","-80.35078487","0.0000","286.4445"
"12.500","83.1861","17","-0.6071","-0.1154","-0.8864","-126.0521","-14.7046","334.1619","1330.0000","0.5760","90.0365","40.84974786","-80.35079567","0.0000","287.6006"
"12.550","82.9773","17","-0.5943","-0.1150","-0.9125","-126.7733","-14.4327","334.1261","1330.0000","0.5760","91.5020","40.84974150","-80.35080640","0.0000","288.7551"
"12.600","82.7378","17","-0.5840","-0.1060","-0.9538","-127.4794","-14.2187","334.0779","1330.0000","0.5760","92.6117","40.84973498","-80.35081690","0.0000","289.9050"
"12.650","82.5076","17","-0.5754","-0.0902","-1.0013","-128.1735","-14.0461","334.0280","1330.0000","0.5760","93.4887","40.84972842","-80.35082734","0.0000","291.0535"
"12.700","82.3064","17","-0.5724","-0.0526","-1.0688","-128.8296","-14.0049","333.9731","1330.0000","0.5760","93.5347","40.84972176","-80.35083755","0.0000","292.1973"
"12.750","82.1896","17","-0.5781","-0.0158","-1.1308","-129.5499","-14.1724","333.9169","1330.0000","0.5760","92.2980","40.84971502","-80.35084772","0.0000","293.3410"
"12.800","82.3395","17","-0.6115","0.0184","-1.1753","-130.4733","-15.0006","333.8565","1330.0000","0.5760","87.3614","40.84970799","-80.35085774","0.0000","294.4841"
"12.850","82.5492","17","-0.6394","0.0601","-1.2121","-131.3441","-15.6908","333.8020","1330.0000","0.5803","83.7312","40.84970091","-80.35086773","0.0000","295.6290"
"12.900","82.9484","17","-0.6502","0.1257","-1.2247","-132.0480","-15.9442","333.7659","1330.0000","0.5983","82.7992","40.84969369","-80.35087763","0.0000","296.7798"
"12.950","83.3659","17","-0.6608","0.1852","-1.2466","-132.7724","-16.1821","333.7223","1330.0000","0.6163","81.9925","40.84968639","-80.35088750","0.0000","297.9334"
"13.000","83.8417","17","-0.6709","0.2259","-1.2975","-133.5619","-16.3711","333.6548","1330.0000","0.6343","81.5083","40.84967882","-80.35089729","0.0000","299.0963"
"13.050","84.2939","17","-0.6852","0.2591","-1.3517","-134.4091","-16.6539","333.5844","1330.0000","0.6566","80.5563","40.84967117","-80.35090700","0.0000","300.2620"
"13.100","84.6716","17","-0.7128","0.2689","-1.4162","-135.4392","-17.2337","333.5053","1330.0000","0.6926","78.1950","40.84966328","-80.35091645","0.0000","301.4367"
"13.150","85.0977","17","-0.7409","0.2740","-1.4800","-136.3923","-17.8192","333.4252","1330.0000","0.7157","76.0064","40.84965532","-80.35092589","0.0000","302.6147"
"13.200","85.6772","17","-0.7703","0.2640","-1.5418","-137.1018","-18.4227","333.3421","1330.0000","0.6977","74.0172","40.84964716","-80.35093526","0.0000","303.8027"
"13.250","86.1203","17","-0.8015","0.2543","-1.5974","-137.9398","-19.0693","333.2639","1330.0000","0.6926","71.8774","40.84963892","-80.35094447","0.0000","304.9927"
"13.300","86.1317","17","-0.8387","0.2457","-1.6336","-139.1850","-19.8523","333.2010","1330.0000","0.7286","69.0514","40.84963042","-80.35095320","0.0000","306.1889"
"13.350","86.2743","17","-0.8765","0.2412","-1.6673","-140.3767","-20.6486","333.1396","1330.0000","0.7517","66.4982","40.84962182","-80.35096187","0.0000","307.3871"
"13.400","86.8324","17","-0.9164","0.2501","-1.6932","-141.3991","-21.4871","333.0826","1330.0000","0.7337","64.3166","40.84961292","-80.35097036","0.0000","308.5912"
